,desc_keywords
649,"{'musical': 2, 'want': 1, 'write': 1, 'olivia': 1, 'rodrigo': 1, 'role': 1, 'disney+': 1, 'high': 1, 'school': 1, 'series': 1, 'fourth': 1, 'episode': 1, 'rodrigos': 1, 'character': 1, 'nini': 1, 'sing': 1, 'song': 1, 'reflect': 1, 'relationship': 1, 'boy': 1, 'e.j.': 1, 'ricky': 1}"
650,"{'play': 3, 'love': 3, 'know': 3, 'hope': 2, 'happy': 2, 'luke': 2, 'fall': 2, 'feel': 2, 'grow': 2, 'country': 2, 'real': 2, 'song': 2, 'start': 2, 'tell': 2, 'want': 2, 'year': 2, 'story': 1, 'hurricane': 1, 'way': 1, 'voice': 1, 'age': 1, 'singing': 1, 'ask': 1, 'write': 1, 'room': 1, 'talk': 1, 'enter': 1, 'husband': 1, 'idea': 1, 'role': 1, 'ex': 1, 'double': 1, 'meaning': 1, 'groove': 1, 'entire': 1, 'verse': 1, 'mouth': 1, 'need': 1, 'sing': 1, 'time': 1, 'single': 1, 'explain': 1, 'people': 1, 'generation': 1, 'female': 1, 'artisthe': 1, 'able': 1, 'lee': 1, 'brice': 1, 'fan': 1, 'send': 1, 'flip': 1, 'place': 1}"
651,"{'new': 2, 'tjay': 2, 'year': 2, 'perfect': 2, 'vision': 2, 'goal': 2, 'release': 1, 'years': 1, 'day': 1, 'lil': 1, 'ode': 1, 'decade': 1, 'play': 1, 'reference': 1, 'allude': 1, 'fact': 1, 'future': 1, 'rap': 1, 'newfound': 1, 'fame': 1, 'touch': 1, 'major': 1, 'upcoming': 1}"
652,"{'doja': 4, 'release': 3, 'official': 2, 'song': 2, 'hot': 2, 'video': 2, 'platform': 2, 'dance': 2, 'track': 2, 'single': 1, 'send': 1, 'radio': 1, 'month': 1, 'gain': 1, 'traction': 1, 'cats': 1, 'sophomore': 1, 'album': 1, 'pink': 1, 'user': 1, 'popular': 1, 'share': 1, 'tiktok': 1, 'upload': 1, 'august': 1, 'mooo': 1, 'march': 1, 'juicy': 1, 'achieve': 1, 'similar': 1, 'success': 1, 'upbeat': 1, 'r&b': 1, 'inspire': 1, 'sing': 1, 'want': 1, 'friend': 1, 'stop': 1, 'beat': 1, 'bush': 1, 'confess': 1, 'love': 1, 'slight': 1, 'mix': 1, 'chorus': 1, 'transcription': 1, 'genius': 1, 'small': 1, 'frenzy': 1, 'start': 1, 'twitter': 1, 'fan': 1, 'think': 1, 'singe': 1, 'moaning': 1, 'clear': 1, 'tweet': 1, 'lyric': 1, 'december': 1, 'week': 1}"
653,"{'release': 3, 'orange': 2, 'single': 2, 'song': 2, 'keem': 2, 'soda': 1, 'baby': 1, 'keems': 1, 'breakout': 1, 'hit': 1, 'die': 1, 'bitch': 1, 'june': 1, 'fan': 1, 'favorite': 1, 'certify': 1, 'platinum': 1, 'year': 1, 'self': 1, 'produce': 1, 'record': 1, 'find': 1, 'rap': 1, 'sodareferring': 1, 'girl': 1, 'attract': 1, 'talk': 1, 'significant': 1, 'address': 1, 'relationship': 1, 'trouble': 1, 'demand': 1, 'friend': 1, 'interference': 1, 'music': 1, 'video': 1, 'complement': 1, 'success': 1, 'month': 1}"
654,"{'drake': 4, 'release': 4, 'track': 4, 'future': 3, 'collaboration': 2, 'song': 2, 'instagram': 2, 'tease': 2, 'january': 2, 'reveal': 2, 'life': 1, 'good': 1, 'enlist': 1, 'help': 1, 'frequent': 1, 'collaborator': 1, 'june': 1, 'blue': 1, 'tint': 1, 'divide': 1, 'solo': 1, 'preview': 1, 'futures': 1, 'december': 1, 'official': 1, 'multiple': 1, 'timesmost': 1, 'imminent': 1, 'title': 1, 'story': 1, 'date': 1, 'new': 1, 'real': 1, 'radio': 1, 'station': 1, 'confirm': 1, 'feature': 1, 'rumor': 1, 'sequel': 1, 'time': 1, 'alive': 1, 'unlikely': 1}"
655,"{'track': 3, 'january': 3, 'babys': 2, 'label': 2, 'baby': 2, 'wealth': 2, 'snippet': 2, 'sum': 1, 'prove': 1, 'atlanta': 1, 'rapper': 1, 'lil': 1, 'single': 1, 'sophomore': 1, 'studio': 1, 'album': 1, 'turn': 1, 'announce': 1, 'record': 1, 'quality': 1, 'control': 1, 'official': 1, 'instagram': 1, 'account': 1, 'song': 1, 'feature': 1, 'rap': 1, 'braggadocios': 1, 'manner': 1, 'flex': 1, 'term': 1, 'jewelry': 1, 'car': 1, 'monetary': 1, 'tease': 1, 'short': 1, 'follow': 1, 'long': 1, 'day': 1}"
656,"{'music': 4, 'track': 4, 'miller': 4, 'release': 3, 'album': 3, 'want': 3, 'time': 3, 'good': 2, 'millers': 2, 'september': 2, 'studio': 2, 'posthumous': 2, 'project': 2, 'circle': 2, 'swimming': 2, 'negative': 2, 'feeling': 2, 'video': 2, 'news': 1, 'mac': 1, 'death': 1, 'single': 1, 'sixth': 1, 'discuss': 1, 'theme': 1, 'record': 1, 'speak': 1, 'feel': 1, 'reprieve': 1, 'life': 1, 'people': 1, 's': 1, 'suppress': 1, 'feature': 1, 'clip': 1, 'recording': 1, 'animate': 1, 'nature': 1, 'scape': 1, 'depict': 1, 'positive': 1, 'world': 1, 'find': 1, 'appear': 1, 'rumor': 1, 'unreleased': 1, 'work': 1, 'fifth': 1, 'august': 1, 'accompany': 1, 'confirm': 1, 'january': 1}"
657,"{'single': 4, 'release': 3, 'halsey': 3, 'track': 3, 'album': 2, 'sad': 2, 'g': 2, 'eazy': 2, 'hint': 2, 'week': 1, 'studio': 1, 'manic': 1, 'gifted': 1, 'fan': 1, 'final': 1, 'country': 1, 'influence': 1, 'pour': 1, 'frustration': 1, 'previous': 1, 'relationship': 1, 'throw': 1, 'subtle': 1, 'jab': 1, 'exs': 1, 'character': 1, 'process': 1, 'share': 1, 'similarity': 1, 'october': 1, 'ex': 1, 'boyfriend': 1, 'infidelity': 1, 'tweet': 1, 'follow': 1, 'song': 1, 'explain': 1, 'concept': 1, 'music': 1, 'video': 1, 'vision': 1, 'cheat': 1, 'haha': 1, 'november': 1, 'appear': 1, 'spotify': 1, 'time': 1, 'suspect': 1, 'fourth': 1, 'installment': 1, 'precede': 1, 'december': 1, 'promotional': 1, 'beautiful': 1, 'stranger': 1, 'sugas': 1, 'interlude': 1}"
658,"{'song': 3, 'title': 2, 'track': 2, 'self': 2, 'love': 2, 'existence': 1, 'gomezs': 1, 'rare': 1, 'confirm': 1, 'august': 1, 'instagram': 1, 'live': 1, 'share': 1, 'favorite': 1, 'new': 1, 'album': 1, 'empowerment': 1, 'anthem': 1, 'independence': 1, 'demo': 1, 'speculate': 1, 'sing': 1, 'co': 1, 'writer': 1, 'madison': 1, 'singer': 1, 'songwriter': 1, 'emily': 1, 'warren': 1, 'credit': 1, 'leak': 1, 'late': 1, 'cause': 1, 'frenzy': 1, 'twitter': 1, 'lyric': 1, 'tease': 1, 'interview': 1, 'elle': 1, 'september': 1}"
659,"{'track': 2, 'significant': 2, 'expect': 1, 'second': 1, 'single': 1, 'khalids': 1, 'upcoming': 1, 'studio': 1, 'album': 1, 'tease': 1, 'twitter': 1, 'instagram': 1, 'january': 1, 'day': 1, 'release': 1, 'drive': 1, 'slow': 1, 'acoustic': 1, 'center': 1, 'instrumental': 1, 'khalid': 1, 'croon': 1, 'relationship': 1, 'ask': 1, 'feeling': 1}"
660,"{'song': 2, 'john': 2, 'legend': 2, 'appearance': 2, 'feature': 1, 'tv': 1, 'series': 1, 'season': 1, 'episode': 1, 'lights': 1, 'shadows': 1, 'throw': 1, 'private': 1, 'concert': 1, 'kevin': 1, 'date': 1, 'perform': 1}"
661,"{'protect': 2, 'brand': 2, 'track': 2, 'second': 2, 'da': 1, 'moneybagg': 1, 'yo': 1, 'reunite': 1, 'dababy': 1, 'braggadocious': 1, 'yc': 1, 'produce': 1, 'artist': 1, 'discuss': 1, 'expensive': 1, 'clothing': 1, 'drop': 1, 'reference': 1, 'weaponry': 1, 'song': 1, 'mark': 1, 'collaboration': 1, 'follow': 1, 'dababys': 1, 'toes': 1, 'studio': 1, 'album': 1, 'kirk': 1}"
662,{}
663,"{'video': 3, 'song': 2, 'track': 2, 'follow': 2, 'man': 1, 'upbeat': 1, 'bollywood': 1, 'inspire': 1, 'pop': 1, 'jonas': 1, 'brothers': 1, 'theme': 1, 'refer': 1, 'someones': 1, 'true': 1, 'love': 1, 'length': 1, 'lead': 1, 'single': 1, 'sixth': 1, 'studio': 1, 'album': 1, 'announce': 1, 'twitter': 1, 'january': 1, 'teaser': 1, 'youtube': 1, 'day': 1, 'official': 1, 'music': 1, 'release': 1, 'star': 1, 'brother': 1, 'respective': 1, 'wife': 1, 'feature': 1, 'cameo': 1, 'appearance': 1, 'actor': 1, 'matthew': 1, 'modine': 1}"
664,"{'performance': 3, 'lead': 2, 'album': 2, 'music': 2, 'murder': 2, 'compare': 2, 'song': 2, 'artist': 2, 'reveal': 2, 'shooting': 2, 'end': 2, 'darkness': 1, 'single': 1, 'eminems': 1, 'surprise': 1, 'release': 1, 'video': 1, 'common': 1, 'rapper': 1, 'word': 1, 'spit': 1, 'weapon': 1, 'convention': 1, 'extreme': 1, 'invert': 1, 'beginning': 1, 'listener': 1, 'believe': 1, 'hear': 1, 'account': 1, 'pre': 1, 'anxiety': 1, 'lose': 1, 'narrator': 1, 'stephen': 1, 'paddock': 1, 'murderer': 1, 'responsible': 1, 'deadly': 1, 'mass': 1, 'u.s.': 1, 'history': 1, 'result': 1, 'disturbing': 1, 'allegory': 1, 'high': 1, 'profile': 1, 'killing': 1, 'compilation': 1, 'overlay': 1, 'news': 1, 'clip': 1, 'occur': 1, 'united': 1, 'states': 1, 'recent': 1, 'year': 1, 'suggest': 1, 'em': 1, 'attempt': 1, 'bring': 1, 'awareness': 1, 'americas': 1, 'ongoing': 1, 'gun': 1, 'problem': 1, 'quote': 1, 'website': 1, 'state': 1, 'people': 1, 'care': 1}"
665,"{'ems': 3, 'em': 2, 'eds': 2, 'slim': 2, 'shady': 2, 'kinda': 1, 'nights': 1, 'team': 1, 'ed': 1, 'sheeran': 1, 'artist': 1, 'collaborate': 1, 'remember': 1, 'close': 1, 'friend': 1, 'frequent': 1, 'collaborator': 1, 'cent': 1, 'no.6': 1, 'collaborations': 1, 'project': 1, 'chart': 1, 'river': 1, 'revival': 1, 'listener': 1, 'classic': 1, 'eminem': 1, 'era': 1, 'start': 1, 'lp': 1, 'revisit': 1, 'trope': 1, 'topic': 1, 'introduce': 1, 'world': 1, 'storytelling': 1, 'track': 1, 'paint': 1, 'picture': 1, 'hormone': 1, 'fuel': 1, 'drug': 1, 'induce': 1, 'tale': 1, 'eventful': 1, 'night': 1}"
666,"{'unaccommodating': 2, 'eminem': 2, 'enlist': 1, 'young': 1, 'm.a': 1, 'discuss': 1, 'manner': 1, 'medium': 1, 'critic': 1, 'rapper': 1, 'intense': 1, 'approach': 1, 'similar': 1, 'kamikaze': 1, 'drop': 1, 'modern': 1, 'day': 1, 'artist': 1, 'brag': 1, 'superiority': 1, 'compare': 1, 'avengers': 1, 'villain': 1, 'thanos': 1, 'radical': 1, 'political': 1, 'leader': 1}"
667,"{'blue': 1, 'world': 1, 'mac': 1, 'rap': 1, 'trial': 1, 'tribulation': 1, 'life': 1, 'reflect': 1, 'subtle': 1, 'reference': 1, 'girlfriend': 1, 'ariana': 1, 'grande': 1, 'late': 1, 'biggie': 1, 'smalls': 1, 'feature': 1, 'trippy': 1, 'sample': 1, 'flip': 1, 'chop': 1, 'pitch': 1, 'vocal': 1, 'track': 1, 'production': 1, 'handle': 1, 'guy': 1, 'lawrence': 1, 'know': 1, 'half': 1, 'edm': 1, 'duo': 1, 'disclosure': 1}"
668,"{'circle': 4, 'track': 2, 'mac': 2, 'january': 2, 'official': 2, 'account': 2, 'record': 2, 'swimming': 2, 'title': 2, 'millers': 1, 'posthumous': 1, 'album': 1, 'macs': 1, 'twitter': 1, 'bio': 1, 'change': 1, '17th': 1, 'instagram': 1, 'post': 1, 'day': 1, 'announce': 1, 'companion': 1, 'project': 1, 'august': 1, 'speak': 1, 'directionless': 1, 'feel': 1, 'life': 1, 'cycle': 1, 'song': 1, 'reference': 1, 'verse': 1, 'm': 1}"
669,"{'royce': 2, 'gon': 1, 'learn': 1, 'eminem': 1, 'team': 1, 'da': 1, ""5'9"": 1, 'white': 1, 'gold': 1, 'stress': 1, 'importance': 1, 'resilience': 1, 'determination': 1, 'present': 1, 'product': 1, 'survival': 1, 'calamitous': 1, 'trial': 1, 'tribulation': 1, 'confront': 1, 'acknowledge': 1, 'demon': 1, 'battle': 1, 'respective': 1, 'journey': 1, 'stardom': 1}"
670,"{'song': 5, 'swan': 4, 'black': 3, 'face': 3, 'music': 3, 'track': 2, 'distant': 2, 'dance': 2, 'release': 2, 'artist': 2, 'promotional': 1, 'single': 1, 'map': 1, 'soul': 1, 'album': 1, 'delicate': 1, 'instrumental': 1, 'r&b': 1, 'recall': 1, 'pain': 1, 'grow': 1, 'passion': 1, 'case': 1, 'true': 1, 'climax': 1, 'vocals': 1, 'fit': 1, 'title': 1, 'event': 1, 'happen': 1, 'extreme': 1, 'impact': 1, 'human': 1, 'nature': 1, 'reference': 1, 'movie': 1, 'ballerina': 1, 'struggle': 1, 'sanity': 1, 'lead': 1, 'production': 1, 'lake': 1, 'accompany': 1, 'art': 1, 'film': 1, 'perform': 1, 'mn': 1, 'company': 1, 'feature': 1, 'orchestral': 1, 'rearrangement': 1, 'official': 1, 'press': 1, 'note': 1, 'bts': 1, 'dive': 1, 'inner': 1, 'self': 1, 'shadow': 1, 'hide': 1, 'lend': 1, 'voice': 1, 'fear': 1, 'day': 1, 'able': 1, 'touch': 1, 'moment': 1, 'come': 1, 'stricken': 1, 'paradoxical': 1, 'realization': 1, 'confession': 1, 'learn': 1, 'mean': 1}"
671,"{'jhené': 2, 'relationship': 2, 'track': 2, 'release': 2, 'instagram': 2, 'post': 2, 'video': 2, 'pu$$y': 1, 'fairy': 1, 'otw': 1, 'sensual': 1, 'seductive': 1, 'single': 1, 'describe': 1, 'intimate': 1, 'weave': 1, 'imagery': 1, 'sexual': 1, 'tension': 1, 'action': 1, 'pleasure': 1, 'attraction': 1, 'partner': 1, 'feel': 1, 'experience': 1, 'january': 1, 'announce': 1, 'twitter': 1, 'account': 1, 'series': 1, 'image': 1, 'purple': 1, 'pink': 1, 'color': 1, 'scheme': 1, 'associate': 1, 'song': 1, 'include': 1, 'choreography': 1, 'caption': 1, 'verify': 1, 'proud': 1, 'pussyfairy': 1, 'link': 1, 'bio': 1, 'chilombo': 1, 'rapper': 1, 'love': 1, 'interest': 1, 'big': 1, 'sean': 1, 'comment': 1, 'u': 1, 'neva': 1, 'lie': 1, 'allude': 1, 'ongoing': 1}"
672,"{'eminem': 2, 'father': 2, 'leave': 1, 'heaven': 1, 'reflect': 1, 'success': 1, 'turn': 1, 'man': 1, 'today': 1, 'accompany': 1, 'soulful': 1, 'chorus': 1, 'skylar': 1, 'grey': 1, 'rap': 1, 'extreme': 1, 'resilience': 1, 'throw': 1, 'deep': 1, 'end': 1, 'card': 1, 'life': 1, 'deal': 1, 'triumphant': 1, 'beat': 1, 'intense': 1, 'drum': 1, 'talk': 1, 'abandon': 1, 'em': 1, 'toddler': 1, 'pass': 1, 'june': 1}"
673,"{'mac': 2, 'complicated': 1, 'stress': 1, 'lifes': 1, 'end': 1, 'complication': 1, 'soulful': 1, 'melody': 1, 'orientate': 1, 'multiple': 1, 'synth': 1, 'emphasize': 1, 's': 1, 'young': 1, 'feel': 1, 'way': 1, 'focus': 1, 'day': 1, 'time': 1}"
674,"{'feature': 3, 'song': 2, 'hand': 1, 'downs': 1, 'track': 1, 'circle': 1, 'baro': 1, 'chorus': 1, 'mac': 1, 'reflect': 1, 'head': 1, 'space': 1, 'method': 1, 'use': 1, 'cope': 1, 'instrumental': 1, 'thumping': 1, 'beat': 1, 'melancholy': 1, 'string': 1, 'synth': 1, 'flourish': 1}"
675,"{'album': 5, 'track': 3, 'start': 2, 'comment': 2, 'weak': 2, 'em': 2, 'criticism': 2, 'receive': 2, 'open': 1, 'ems': 1, 'eleventh': 1, 'studio': 1, 'reception': 1, 'previous': 1, 'revival': 1, 'release': 1, 'consider': 1, 'pop': 1, 'feature': 1, 'lyric': 1, 'kamikaze': 1, 'respond': 1, 'fiery': 1, 'attack': 1, 'mumble': 1, 'rap': 1, 'scene': 1, 'continue': 1, 'set': 1, 'precedent': 1, 'music': 1, 'murder': 1, 'use': 1, 'career': 1, 'entirety': 1, 'year': 1, 'undisputed': 1, 'love': 1, 'later': 1, 'project': 1, 'topic': 1, 'return': 1}"
676,"{'mac': 2, 'verse': 2, 'ready': 2, 'try': 2, 'explain': 1, 'predicament': 1, 'outside': 1, 'perspective': 1, 'hopeful': 1, 'theme': 1, 'imply': 1, 'change': 1, 's': 1, 'switchin': 1, 'location': 1, 'lookin': 1, 'balance': 1, 'second': 1, 'flip': 1, 'reflect': 1, 'fall': 1, 'line': 1, 'life': 1, 'fantasy': 1, 'wake': 1, 'shock': 1, 'awake': 1}"
677,"{'deep': 1, 'describe': 1, 'series': 1, 'event': 1, 'lead': 1, 'uncomfortable': 1, 'relationship': 1, 'eminem': 1, 'rap': 1, 'sing': 1, 'detail': 1, 'toxic': 1, 'environment': 1, 'partner': 1, 'catch': 1, 'include': 1, 'extreme': 1, 'level': 1, 'jealousy': 1, 'danger': 1, 'experiment': 1, 'love': 1, 'different': 1, 'woman': 1}"
678,"{'mac': 2, 'wood': 2, 'bad': 2, 'situation': 2, 'woods': 1, 'miller': 1, 'detail': 1, 'broken': 1, 'relationship': 1, 'fixing': 1, 'phrase': 1, 'imply': 1, 'good': 1, 'come': 1, 'context': 1, 'describe': 1, 'significant': 1, 'interpret': 1, 'stick': 1, 'lose': 1}"
679,"{'instrumental': 2, 'inspire': 1, 'cover': 1, 'arthur': 1, 'lees': 1, 'single': 1, 'everybodys': 1, 'live': 1, 'begin': 1, 'minimal': 1, 'piano': 1, 'key': 1, 'drum': 1, 'bass': 1, 'layer': 1, 'vocal': 1, 'build': 1, 'verse': 1}"
680,"{'ad': 2, 'lib': 2, 'marsh': 1, 'eminem': 1, 'compare': 1, 'alien': 1, 'use': 1, 'hyperbole': 1, 'martian': 1, 'express': 1, 's': 1, 'world': 1, 'claim': 1, 'rap': 1, 'witty': 1, 'verse': 1, 'prove': 1, 'point': 1, 'mention': 1, 'interest': 1, 'beef': 1, 'artist': 1, 'em': 1, 'opportunity': 1, 'imitate': 1, 'modern': 1, 'day': 1, 'rapper': 1, 'travis': 1, 'scott': 1, 'auto': 1, 'tune': 1, 'chorus': 1, 'include': 1, 'scotts': 1, 'signature': 1, 'lit': 1}"
681,"{'don': 3, 'track': 3, 'past': 2, 'come': 2, 'address': 2, 'production': 2, 'regrets': 1, 'eminem': 1, 'team': 1, 'rise': 1, 'star': 1, 'toliver': 1, 'smooth': 1, 'melodic': 1, 'em': 1, 'revisit': 1, 'troubled': 1, 'difficult': 1, 'realization': 1, 'change': 1, 'deliver': 1, 'emotional': 1, 'chorus': 1, 'serve': 1, 'introspective': 1, 'look': 1, 'origin': 1, 'way': 1, 'impact': 1, 'love': 1, 'recent': 1, 'prevalent': 1, 'beef': 1, 'year': 1, 'rapper': 1, 'nick': 1, 'cannon': 1, 'machine': 1, 'gun': 1, 'kelly': 1, 'tyler': 1, 'creator': 1, 'sadness': 1, 'try': 1, 'regret': 1, 'song': 1, 'handle': 1, 'd.a.': 1, 'doman': 1, 'hit': 1, 'instrumental': 1, 'highlight': 1, 'ems': 1, 'transition': 1, 'modern': 1, 'trap': 1, 'style': 1, 'mark': 1, 'domans': 1, 'credit': 1, 'music': 1, 'murder': 1, 'follow': 1, 'kinda': 1, 'nights': 1, 'godzilla': 1}"
682,"{'collaborate': 2, 'lock': 1, 'team': 1, 'anderson': 1, 'medicine': 1, 'man': 1, 'dr.': 1, 'dres': 1, 'compton': 1, 'album': 1, 'addition': 1, 'freak': 1, 'feature': 1, 'eminems': 1, 'movie': 1, 'bodied': 1}"
683,"{'mac': 2, 'view': 2, 'second': 1, 'track': 1, 'circle': 1, 'miller': 1, 'surf': 1, 'emotional': 1, 'overview': 1, 'macs': 1, 'personal': 1, 'problem': 1, 'mental': 1, 'state': 1, 'bird': 1, 'eye': 1, 'situation': 1, 'allow': 1, 'audience': 1, 'percieved': 1, 'craziness': 1, 'self': 1, 'esteem': 1, 'issue': 1}"
684,"{'em': 5, 'song': 3, 'family': 2, 'member': 2, 'father': 2, 'mother': 2, 'course': 1, 'album': 1, 'headlights': 1, 'bad': 1, 'husband': 1, 'start': 1, 'apologize': 1, 'behavior': 1, 'private': 1, 'matter': 1, 'know': 1, 'world': 1, 'music': 1, 'feel': 1, 'wrath': 1, 'instance': 1, 'arise': 1, 'revival': 1, 'clear': 1, 'forgive': 1, 'abandon': 1, 'newborn': 1, 'forget': 1, 'thank': 1, 'learn': 1, 'lot': 1, 'teach': 1, 'track': 1, 'stepdad': 1, 'attack': 1, 'reveal': 1, 'domestic': 1, 'violence': 1, 'insane': 1, 'relapse': 1, 'accuse': 1, 'stepfather': 1, 'abuse': 1, 'child': 1, 'state': 1, 'fiction': 1}"
685,"{'mental': 3, 's': 2, 'mac': 2, 'album': 2, 'macs': 2, 'express': 2, 'try': 2, 'track': 2, 'health': 2, 'ill': 2, 'leak': 2, 'studio': 2, 'miller': 1, 'posthumous': 1, 'circle': 1, 'way': 1, 'accountability': 1, 'state': 1, 'help': 1, 'similar': 1, 'situation': 1, 'introspective': 1, 'fill': 1, 'allusion': 1, 'bad': 1, 'lyric': 1, 'wait': 1, 'let': 1, 'cut': 1, 'string': 1, 'serve': 1, 'showcase': 1, 'understanding': 1, 'acceptance': 1, 'heart': 1, 'wrench': 1, 'fan': 1, 'console': 1, 'grief': 1, 'hill': 1, 'battle': 1, 'different': 1, 'version': 1, 'october': 1, 'compare': 1, 'fit': 1, 'vibe': 1}"
686,"{'song': 3, 'megan': 2, 'january': 2, 'b.i.t.c.h': 1, 'lead': 1, 'single': 1, 'houston': 1, 'rapper': 1, 'thee': 1, 'stallion': 1, 'project': 1, 'suga': 1, 'tease': 1, 'time': 1, 'instagram': 1, 'video': 1, 'rap': 1, 'day': 1, 'confirm': 1, 'tweet': 1, 'drop': 1}"
687,"{'song': 7, 'help': 5, 'performance': 4, 'demi': 3, 'grammy': 3, 'hear': 3, 'time': 3, 'listen': 3, 'track': 2, 'single': 2, 'cry': 2, 'music': 2, 'record': 2, 'think': 2, 'lovatos': 2, 'solo': 1, 'release': 1, 'month': 1, 'american': 1, 'singer': 1, 'songwriter': 1, 'lovato': 1, 'drop': 1, 'emotional': 1, 'comeback': 1, 'debut': 1, '62nd': 1, 'awards': 1, 'vulnerable': 1, 'ballad': 1, 'talk': 1, 'want': 1, 'tough': 1, 'speak': 1, 'zane': 1, 'lowe': 1, 'interview': 1, 'apple': 1, 'musics': 1, 'new': 1, 'daily': 1, 'recall': 1, 'struggle': 1, 'write': 1, 'day': 1, 'drug': 1, 'overdose': 1, 'july': 1, 'lyric': 1, 'let': 1, 'girl': 1, 'state': 1, 'mind': 1, 'feel': 1, 'ok': 1, 'm': 1, 'wish': 1, 'version': 1, 'tease': 1, 'december': 1, 'instagram': 1, 'caption': 1, 'ill': 1, 'singe': 1, 'week': 1, 'january': 1, 'unnamed': 1, 'announce': 1, 'accord': 1, 'insider': 1, 'confirm': 1, 'serve': 1, 'lead': 1, 'upcoming': 1, 'seventh': 1, 'studio': 1, 'album': 1, 'point': 1, 'fan': 1, 'discover': 1, 'send': 1, 'radio': 1}"
688,"{'track': 2, 'meek': 2, 'mill': 2, 'ricch': 2, 'nipsey': 2, 'nipseys': 2, 'perform': 1, 'time': 1, 'grammy': 1, 'award': 1, 'roddy': 1, 'pay': 1, 'tribute': 1, 'late': 1, 'rapper': 1, 'hussle': 1, 'month': 1, 'die': 1, 'march': 1, '31st': 1, 'gun': 1, 'violence': 1, 'work': 1, 'pass': 1, 'rack': 1, 'middle': 1, 'reveal': 1, 'follow': 1, 'cent': 1, 'song': 1, 'family': 1}"
689,{}
690,"{'track': 2, 'lewis': 2, 'aftermath': 1, 'close': 1, 'commit': 1, 'suicide': 1, 'include': 1, 'feel': 1, 'responsible': 1, 'death': 1, 'question': 1, 'prevent': 1, 'tease': 1, 'post': 1, 'snippet': 1, 'social': 1, 'medium': 1, 'account': 1, 'day': 1, 'release': 1}"
691,{}
692,"{'song': 3, 'keys': 3, 'songwriter': 3, 'people': 2, 'life': 2, 'release': 2, 'alicia': 2, 'day': 2, 'co': 2, 'singer': 2, 'mcdaid': 2, 'underdog': 1, 'uptempo': 1, 'r&b': 1, 'work': 1, 'single': 1, 'upcoming': 1, 'seventh': 1, 'studio': 1, 'album': 1, 'announce': 1, 'january': 1, 'social': 1, 'medium': 1, 'music': 1, 'video': 1, 'direct': 1, 'wendy': 1, 'morgan': 1, 'accord': 1, 'complex': 1, 'visual': 1, 'focus': 1, 'everyday': 1, 'spend': 1, 'hustle': 1, 'pursuit': 1, 'track': 1, 'write': 1, 'english': 1, 'ed': 1, 'sheeran': 1, 'irish': 1, 'foy': 1, 'vance': 1, 'amy': 1, 'wadge': 1, 'jonny': 1, 'coffer': 1, 'johnny': 1, 'produce': 1}"
693,"{'camila': 3, 'man': 2, 'father': 2, 'song': 2, 'write': 2, 'date': 2, 'year': 2, 'sing': 1, 'alejandro': 1, 'try': 1, 'ease': 1, 'worry': 1, 'relationship': 1, 'reveal': 1, 'romance': 1, 'nashville': 1, 'add': 1, 'happy': 1, 'proud': 1, 'time': 1, 'writing': 1, 'matthew': 1, 'hussey': 1, 'pair': 1, 'split': 1, 'june': 1, 'track': 1, 'leak': 1, 'soundcloud': 1, 'november': 1, 'official': 1, 'release': 1, 'original': 1, 'poster': 1, 'cabello': 1, 'perform': 1, 'live': 1, 'grammy': 1, 'awards': 1, 'ceremony': 1, 'audience': 1}"
694,"{'snippet': 5, 'gatie': 3, 'song': 3, 'release': 3, 'ali': 2, 'person': 2, 'relationship': 2, 'ex': 2, 'partner': 2, 'question': 2, 'upload': 2, 'tiktok': 2, 'video': 2, 'audio': 2, 'tell': 1, 'love': 1, 'guitar': 1, 'beat': 1, 'ballad': 1, 'canadian': 1, 'singer': 1, 'songwriter': 1, 'track': 1, 'describe': 1, 'situation': 1, 'reminisce': 1, 'past': 1, 'wonder': 1, 'answer': 1, 'certain': 1, 'straight': 1, 'trust': 1, 'abuse': 1, 'spark': 1, 'hope': 1, 'gain': 1, 'lot': 1, 'attention': 1, 'pre': 1, 'post': 1, 'begin': 1, 'november': 1, 'youtube': 1, 'able': 1, 'reach': 1, 'm': 1, 'view': 1, 'viral': 1, 'social': 1, 'platform': 1, 'k': 1, 'trend': 1, 'format': 1, 'user': 1, 'message': 1, 'choruss': 1, 'crush': 1, 'record': 1, 'emerge': 1, 'chat': 1, 'sync': 1, 'example': 1}"
695,"{'play': 2, 'baseball': 2, 'song': 2, 'man': 2, 'fall': 2, 'chart': 2, 'hot': 2, 'catch': 1, 'single': 1, 'release': 1, 'young': 1, 'sophomore': 1, 'album': 1, 'ticket': 1, 'l.a.': 1, 'youngs': 1, 'ex': 1, 'career': 1, 'pitcher': 1, 'describe': 1, 'drink': 1, 'friend': 1, 'love': 1, 'music': 1, 'video': 1, 'brett': 1, 'singe': 1, 'stop': 1, 'college': 1, 'sweetheart': 1, 'end': 1, 'number': 1, 'billboard': 1, 'country': 1, 'songs': 1}"
696,{}
